id,method-name,parametes-method,return-method,field-access,methods-method,contain-class-name,attributes-class,methods-class,contain-class-context,target-class-name,attributes-class,methods-class,target-class-context,tag,move-tag
47,get  Param  Index,Normal  Ssa  Insn,int,,get  Original  Rop  Insn  get  Value  get  Constant,Normal  Ssa  Insn,insn,Normal  Ssa  Insn  map  Source  Registers  change  One  Source  set  New  Sources  clone  get  Sources  to  Human  to  Rop  Insn  get  Opcode  get  Original  Rop  Insn  get  Local  Assignment  upgrade  To  Literal  is  Normal  Move  Insn  is  Move  Exception  can  Throw  accept  is  Phi  Or  Move  has  Side  Effect  param  Number  From  Move  Param,Insn  Ssa  Basic  Block  Register  Mapper  int  Register  Spec  Register  Spec  List  Visitor  First  Fit  Allocator,Move  Param  Combiner,ssa  Meth,process  Move  Param  Combiner  run  visit  Move  Insn  visit  Phi  Insn  visit  Non  Move  Insn  get  New  Register  Count  map,Ssa  Method  Ssa  Method  Normal  Ssa  Insn  Phi  Insn  Normal  Ssa  Insn  Register  Spec  Normal  Ssa  Insn,1,0
48,are  Any  Pinned,Register  Spec  List  int  int,boolean,,size  get  old  To  New  get  Reg  get  Category,Interference  Register  Mapper,new  Reg  Interference  old  Reg  Interference,Interference  Register  Mapper  add  Mapping  interferes  interferes  add  Interfence,Interference  Graph  int  int  int  int  int  int  int  Register  Spec  int  int  int  Register  Spec  List  int  int,Register  Spec  List,empty  Expander  compat  Regs  reg  Spec  List  base  result  duplicate  First,make  make  make  make  Register  Spec  List  get  Type  get  Word  Count  with  Added  Type  get  spec  For  Register  index  Of  Register  set  get  Registers  Size  with  First  without  First  without  Last  subset  with  Offset  with  Expanded  Registers  total  Rop  Width  Expander  expand  Register  expand  Register  get  Result,Register  Spec  Register  Spec  Register  Spec  Register  Spec  Register  Spec  Register  Spec  Register  Spec  Register  Spec  Register  Spec  Register  Spec  int  int  Type  int  int  int  int  Register  Spec  Register  Spec  Bit  Set  int  int  boolean  Bit  Set  Dex  Translation  Advice  Register  Spec  List  Bit  Set  int  boolean  int  int  Register  Spec,0,0
49,are  Any  Pinned,Register  Spec  List  int  int,boolean,,size  get  old  To  New  get  Reg  get  Category,Register  Spec  List,empty  Expander  compat  Regs  reg  Spec  List  base  result  duplicate  First,make  make  make  make  Register  Spec  List  get  Type  get  Word  Count  with  Added  Type  get  spec  For  Register  index  Of  Register  set  get  Registers  Size  with  First  without  First  without  Last  subset  with  Offset  with  Expanded  Registers  total  Rop  Width  Expander  expand  Register  expand  Register  get  Result,Register  Spec  Register  Spec  Register  Spec  Register  Spec  Register  Spec  Register  Spec  Register  Spec  Register  Spec  Register  Spec  Register  Spec  int  int  Type  int  int  int  int  Register  Spec  Register  Spec  Bit  Set  int  int  boolean  Bit  Set  Dex  Translation  Advice  Register  Spec  List  Bit  Set  int  boolean  int  int  Register  Spec,Interference  Register  Mapper,new  Reg  Interference  old  Reg  Interference,Interference  Register  Mapper  add  Mapping  interferes  interferes  add  Interfence,Interference  Graph  int  int  int  int  int  int  int  Register  Spec  int  int  int  Register  Spec  List  int  int,1,0
50,get  String  Ids,Pattern  Grep,Set  Integer,,strings  find  matcher  add,Grep,dex  code  Reader  string  Ids  out  count  current  Class  current  Method,Grep  visit  read  Array  encounter  String  location  grep,Dex  Pattern  Print  Writer  Decoded  Instruction  Decoded  Instruction  Encoded  Value  Reader  int,Dex,checksum  offset  checksum  size  signature  offset  signature  size  empty  short  array  data  table  Of  Contents  next  Section  Start  strings  type  Ids  type  Names  proto  Ids  field  Ids  method  Ids  Section  name  data  initial  Position  String  Table  Type  Index  To  Descriptor  Index  Table  Type  Index  To  Descriptor  Table  Proto  Id  Table  Field  Id  Table  Method  Id  Table  Class  Def  Iterator  in  count  Class  Def  Iterable,Dex  Dex  Dex  Dex  Dex  load  From  check  Bounds  write  To  write  To  get  Table  Of  Contents  open  append  Section  get  Length  get  Next  Section  Start  get  Bytes  strings  type  Ids  type  Names  proto  Ids  field  Ids  method  Ids  class  Defs  read  Type  List  read  Class  Data  read  Code  compute  Signature  compute  Checksum  write  Hashes  descriptor  Index  From  Type  Index  Section  get  Position  read  Int  read  Short  read  Unsigned  Short  read  Byte  read  Byte  Array  read  Short  Array  read  Uleb  read  Ulebp  read  Sleb  write  Ulebp  read  Type  List  read  String  read  Field  Id  read  Method  Id  read  Proto  Id  read  Call  Site  Id  read  Method  Handle  read  Class  Def  read  Code  read  Catch  Handlers  read  Tries  find  Catch  Handler  Index  read  Catch  Handler  read  Class  Data  read  Fields  read  Methods  get  Bytes  From  read  Annotation  read  Encoded  Array  skip  align  To  Four  Bytes  align  To  Four  Bytes  With  Zero  Fill  assert  Four  Byte  Aligned  write  write  Byte  write  Short  write  Unsigned  Short  write  write  Int  write  Uleb  write  Sleb  write  String  Data  write  Type  List  used  get  size  get  size  get  size  get  size  get  size  get  size  has  Next  next  remove  iterator,byte  Byte  Buffer  int  Input  Stream  File  Input  Stream  int  int  Output  Stream  File  int  int  String  int  Class  Def  Class  Data  Method  int  Pattern  Grep  String  Byte  Buffer  int  int  int  int  Catch  Handler  Catch  Handler  int  int  int  int  int  int  byte  int  short  int  short  int  int  int  String  Type  List  int  int  int  int  int  int,0,0
51,get  String  Ids,Pattern  Grep,Set  Integer,,strings  find  matcher  add,Dex,checksum  offset  checksum  size  signature  offset  signature  size  empty  short  array  data  table  Of  Contents  next  Section  Start  strings  type  Ids  type  Names  proto  Ids  field  Ids  method  Ids  Section  name  data  initial  Position  String  Table  Type  Index  To  Descriptor  Index  Table  Type  Index  To  Descriptor  Table  Proto  Id  Table  Field  Id  Table  Method  Id  Table  Class  Def  Iterator  in  count  Class  Def  Iterable,Dex  Dex  Dex  Dex  Dex  load  From  check  Bounds  write  To  write  To  get  Table  Of  Contents  open  append  Section  get  Length  get  Next  Section  Start  get  Bytes  strings  type  Ids  type  Names  proto  Ids  field  Ids  method  Ids  class  Defs  read  Type  List  read  Class  Data  read  Code  compute  Signature  compute  Checksum  write  Hashes  descriptor  Index  From  Type  Index  Section  get  Position  read  Int  read  Short  read  Unsigned  Short  read  Byte  read  Byte  Array  read  Short  Array  read  Uleb  read  Ulebp  read  Sleb  write  Ulebp  read  Type  List  read  String  read  Field  Id  read  Method  Id  read  Proto  Id  read  Call  Site  Id  read  Method  Handle  read  Class  Def  read  Code  read  Catch  Handlers  read  Tries  find  Catch  Handler  Index  read  Catch  Handler  read  Class  Data  read  Fields  read  Methods  get  Bytes  From  read  Annotation  read  Encoded  Array  skip  align  To  Four  Bytes  align  To  Four  Bytes  With  Zero  Fill  assert  Four  Byte  Aligned  write  write  Byte  write  Short  write  Unsigned  Short  write  write  Int  write  Uleb  write  Sleb  write  String  Data  write  Type  List  used  get  size  get  size  get  size  get  size  get  size  get  size  has  Next  next  remove  iterator,byte  Byte  Buffer  int  Input  Stream  File  Input  Stream  int  int  Output  Stream  File  int  int  String  int  Class  Def  Class  Data  Method  int  Pattern  Grep  String  Byte  Buffer  int  int  int  int  Catch  Handler  Catch  Handler  int  int  int  int  int  int  byte  int  short  int  short  int  int  int  String  Type  List  int  int  int  int  int  int,Grep,dex  code  Reader  string  Ids  out  count  current  Class  current  Method,Grep  visit  read  Array  encounter  String  location  grep,Dex  Pattern  Print  Writer  Decoded  Instruction  Decoded  Instruction  Encoded  Value  Reader  int,1,1
52,get  Field  Ids,Dex  Set  Integer  int,Set  Integer,,field  Ids  contains  get  Name  Index  get  Declaring  Class  Index  add,Find  Usages,dex  method  Ids  field  Ids  code  Reader  out  current  Class  current  Method,Find  Usages  visit  visit  location  find  Usages  get  Method  Ids  find  Assignable  Types,Dex  String  String  Print  Writer  Decoded  Instruction  Decoded  Instruction  Decoded  Instruction  Decoded  Instruction  Dex  Set  Integer  int  Dex  Set  Integer  int  Dex  int,Dex,checksum  offset  checksum  size  signature  offset  signature  size  empty  short  array  data  table  Of  Contents  next  Section  Start  strings  type  Ids  type  Names  proto  Ids  field  Ids  method  Ids  Section  name  data  initial  Position  String  Table  Type  Index  To  Descriptor  Index  Table  Type  Index  To  Descriptor  Table  Proto  Id  Table  Field  Id  Table  Method  Id  Table  Class  Def  Iterator  in  count  Class  Def  Iterable,Dex  Dex  Dex  Dex  Dex  load  From  check  Bounds  write  To  write  To  get  Table  Of  Contents  open  append  Section  get  Length  get  Next  Section  Start  get  Bytes  strings  type  Ids  type  Names  proto  Ids  field  Ids  method  Ids  class  Defs  read  Type  List  read  Class  Data  read  Code  compute  Signature  compute  Checksum  write  Hashes  descriptor  Index  From  Type  Index  get  String  Ids  Section  get  Position  read  Int  read  Short  read  Unsigned  Short  read  Byte  read  Byte  Array  read  Short  Array  read  Uleb  read  Ulebp  read  Sleb  write  Ulebp  read  Type  List  read  String  read  Field  Id  read  Method  Id  read  Proto  Id  read  Call  Site  Id  read  Method  Handle  read  Class  Def  read  Code  read  Catch  Handlers  read  Tries  find  Catch  Handler  Index  read  Catch  Handler  read  Class  Data  read  Fields  read  Methods  get  Bytes  From  read  Annotation  read  Encoded  Array  skip  align  To  Four  Bytes  align  To  Four  Bytes  With  Zero  Fill  assert  Four  Byte  Aligned  write  write  Byte  write  Short  write  Unsigned  Short  write  write  Int  write  Uleb  write  Sleb  write  String  Data  write  Type  List  used  get  size  get  size  get  size  get  size  get  size  get  size  has  Next  next  remove  iterator,byte  Byte  Buffer  int  Input  Stream  File  Input  Stream  int  int  Output  Stream  File  int  int  String  int  Class  Def  Class  Data  Method  int  Pattern  Grep  String  Byte  Buffer  int  int  int  int  Catch  Handler  Catch  Handler  int  int  int  int  int  int  byte  int  short  int  short  int  int  int  String  Type  List  int  int  int  int  int  int,0,0
53,get  Field  Ids,Dex  Set  Integer  int,Set  Integer,,field  Ids  contains  get  Name  Index  get  Declaring  Class  Index  add,Dex,checksum  offset  checksum  size  signature  offset  signature  size  empty  short  array  data  table  Of  Contents  next  Section  Start  strings  type  Ids  type  Names  proto  Ids  field  Ids  method  Ids  Section  name  data  initial  Position  String  Table  Type  Index  To  Descriptor  Index  Table  Type  Index  To  Descriptor  Table  Proto  Id  Table  Field  Id  Table  Method  Id  Table  Class  Def  Iterator  in  count  Class  Def  Iterable,Dex  Dex  Dex  Dex  Dex  load  From  check  Bounds  write  To  write  To  get  Table  Of  Contents  open  append  Section  get  Length  get  Next  Section  Start  get  Bytes  strings  type  Ids  type  Names  proto  Ids  field  Ids  method  Ids  class  Defs  read  Type  List  read  Class  Data  read  Code  compute  Signature  compute  Checksum  write  Hashes  descriptor  Index  From  Type  Index  get  String  Ids  Section  get  Position  read  Int  read  Short  read  Unsigned  Short  read  Byte  read  Byte  Array  read  Short  Array  read  Uleb  read  Ulebp  read  Sleb  write  Ulebp  read  Type  List  read  String  read  Field  Id  read  Method  Id  read  Proto  Id  read  Call  Site  Id  read  Method  Handle  read  Class  Def  read  Code  read  Catch  Handlers  read  Tries  find  Catch  Handler  Index  read  Catch  Handler  read  Class  Data  read  Fields  read  Methods  get  Bytes  From  read  Annotation  read  Encoded  Array  skip  align  To  Four  Bytes  align  To  Four  Bytes  With  Zero  Fill  assert  Four  Byte  Aligned  write  write  Byte  write  Short  write  Unsigned  Short  write  write  Int  write  Uleb  write  Sleb  write  String  Data  write  Type  List  used  get  size  get  size  get  size  get  size  get  size  get  size  has  Next  next  remove  iterator,byte  Byte  Buffer  int  Input  Stream  File  Input  Stream  int  int  Output  Stream  File  int  int  String  int  Class  Def  Class  Data  Method  int  Pattern  Grep  String  Byte  Buffer  int  int  int  int  Catch  Handler  Catch  Handler  int  int  int  int  int  int  byte  int  short  int  short  int  int  int  String  Type  List  int  int  int  int  int  int,Find  Usages,dex  method  Ids  field  Ids  code  Reader  out  current  Class  current  Method,Find  Usages  visit  visit  location  find  Usages  get  Method  Ids  find  Assignable  Types,Dex  String  String  Print  Writer  Decoded  Instruction  Decoded  Instruction  Decoded  Instruction  Decoded  Instruction  Dex  Set  Integer  int  Dex  Set  Integer  int  Dex  int,1,0
54,find  Assignable  Types,Dex  int,Set  Integer,,add  class  Defs  contains  get  Supertype  Index  add  get  Type  Index  get  Interfaces  contains  add  get  Type  Index,Find  Usages,dex  method  Ids  field  Ids  code  Reader  out  current  Class  current  Method,Find  Usages  visit  visit  location  find  Usages  get  Field  Ids  get  Method  Ids,Dex  String  String  Print  Writer  Decoded  Instruction  Decoded  Instruction  Decoded  Instruction  Decoded  Instruction  Dex  Set  Integer  int  Dex  Set  Integer  int  Dex  int,Dex,checksum  offset  checksum  size  signature  offset  signature  size  empty  short  array  data  table  Of  Contents  next  Section  Start  strings  type  Ids  type  Names  proto  Ids  field  Ids  method  Ids  Section  name  data  initial  Position  String  Table  Type  Index  To  Descriptor  Index  Table  Type  Index  To  Descriptor  Table  Proto  Id  Table  Field  Id  Table  Method  Id  Table  Class  Def  Iterator  in  count  Class  Def  Iterable,Dex  Dex  Dex  Dex  Dex  load  From  check  Bounds  write  To  write  To  get  Table  Of  Contents  open  append  Section  get  Length  get  Next  Section  Start  get  Bytes  strings  type  Ids  type  Names  proto  Ids  field  Ids  method  Ids  class  Defs  read  Type  List  read  Class  Data  read  Code  compute  Signature  compute  Checksum  write  Hashes  descriptor  Index  From  Type  Index  get  String  Ids  Section  get  Position  read  Int  read  Short  read  Unsigned  Short  read  Byte  read  Byte  Array  read  Short  Array  read  Uleb  read  Ulebp  read  Sleb  write  Ulebp  read  Type  List  read  String  read  Field  Id  read  Method  Id  read  Proto  Id  read  Call  Site  Id  read  Method  Handle  read  Class  Def  read  Code  read  Catch  Handlers  read  Tries  find  Catch  Handler  Index  read  Catch  Handler  read  Class  Data  read  Fields  read  Methods  get  Bytes  From  read  Annotation  read  Encoded  Array  skip  align  To  Four  Bytes  align  To  Four  Bytes  With  Zero  Fill  assert  Four  Byte  Aligned  write  write  Byte  write  Short  write  Unsigned  Short  write  write  Int  write  Uleb  write  Sleb  write  String  Data  write  Type  List  used  get  size  get  size  get  size  get  size  get  size  get  size  has  Next  next  remove  iterator,byte  Byte  Buffer  int  Input  Stream  File  Input  Stream  int  int  Output  Stream  File  int  int  String  int  Class  Def  Class  Data  Method  int  Pattern  Grep  String  Byte  Buffer  int  int  int  int  Catch  Handler  Catch  Handler  int  int  int  int  int  int  byte  int  short  int  short  int  int  int  String  Type  List  int  int  int  int  int  int,0,0
55,find  Assignable  Types,Dex  int,Set  Integer,,add  class  Defs  contains  get  Supertype  Index  add  get  Type  Index  get  Interfaces  contains  add  get  Type  Index,Dex,checksum  offset  checksum  size  signature  offset  signature  size  empty  short  array  data  table  Of  Contents  next  Section  Start  strings  type  Ids  type  Names  proto  Ids  field  Ids  method  Ids  Section  name  data  initial  Position  String  Table  Type  Index  To  Descriptor  Index  Table  Type  Index  To  Descriptor  Table  Proto  Id  Table  Field  Id  Table  Method  Id  Table  Class  Def  Iterator  in  count  Class  Def  Iterable,Dex  Dex  Dex  Dex  Dex  load  From  check  Bounds  write  To  write  To  get  Table  Of  Contents  open  append  Section  get  Length  get  Next  Section  Start  get  Bytes  strings  type  Ids  type  Names  proto  Ids  field  Ids  method  Ids  class  Defs  read  Type  List  read  Class  Data  read  Code  compute  Signature  compute  Checksum  write  Hashes  descriptor  Index  From  Type  Index  get  String  Ids  Section  get  Position  read  Int  read  Short  read  Unsigned  Short  read  Byte  read  Byte  Array  read  Short  Array  read  Uleb  read  Ulebp  read  Sleb  write  Ulebp  read  Type  List  read  String  read  Field  Id  read  Method  Id  read  Proto  Id  read  Call  Site  Id  read  Method  Handle  read  Class  Def  read  Code  read  Catch  Handlers  read  Tries  find  Catch  Handler  Index  read  Catch  Handler  read  Class  Data  read  Fields  read  Methods  get  Bytes  From  read  Annotation  read  Encoded  Array  skip  align  To  Four  Bytes  align  To  Four  Bytes  With  Zero  Fill  assert  Four  Byte  Aligned  write  write  Byte  write  Short  write  Unsigned  Short  write  write  Int  write  Uleb  write  Sleb  write  String  Data  write  Type  List  used  get  size  get  size  get  size  get  size  get  size  get  size  has  Next  next  remove  iterator,byte  Byte  Buffer  int  Input  Stream  File  Input  Stream  int  int  Output  Stream  File  int  int  String  int  Class  Def  Class  Data  Method  int  Pattern  Grep  String  Byte  Buffer  int  int  int  int  Catch  Handler  Catch  Handler  int  int  int  int  int  int  byte  int  short  int  short  int  int  int  String  Type  List  int  int  int  int  int  int,Find  Usages,dex  method  Ids  field  Ids  code  Reader  out  current  Class  current  Method,Find  Usages  visit  visit  location  find  Usages  get  Field  Ids  get  Method  Ids,Dex  String  String  Print  Writer  Decoded  Instruction  Decoded  Instruction  Decoded  Instruction  Decoded  Instruction  Dex  Set  Integer  int  Dex  Set  Integer  int  Dex  int,1,0
56,get  Cast  Rop,externalcomandroiddxroptype  Type  externalcomandroiddxroptype  Type,Rop,,get  Basic  Type  get  Basic  Type  op  Conv,Code,method  labels  current  Label  locals  Initialized  this  Local  parameters  locals  source  Position  catch  Types  catch  Labels  catches,Code  new  Local  get  Parameter  get  This  coerce  initialize  Locals  param  Size  adopt  mark  jump  add  Catch  Clause  remove  Catch  Clause  move  Exception  throw  Value  to  Type  List  add  Instruction  add  Instruction  split  Current  Label  load  Constant  move  op  op  compare  compare  Z  compare  Floating  Point  compare  Longs  iget  iput  sget  sput  new  Instance  invoke  Static  invoke  Virtual  invoke  Direct  invoke  Super  invoke  Interface  invoke  instance  Of  Type  cast  array  Length  new  Array  aget  aput  return  Void  return  Value  move  Result  monitor  Enter  monitor  Exit  to  Basic  Blocks  clean  Up  Labels  concatenate,Dex  Maker  Method  Declaration  Type  Id  T  int  Type  Id  T  Type  Id  T  Local  Type  Id  T  Label  Label  Label  Throwable  Label  Throwable  Local  Throwable  List  Type  Id  Insn  Insn  Label  Label  List  Label  Local  T  t  Local  T  Local  T  Unary  Op  Local  T  Local  T  Binary  Op  Local  T  Local  T  Local  T  Comparison  Label  Local  T  Local  T  Comparison  Label  Local  Local  Integer  Local  T  Local  T  int  Local  Integer  Local  Long  Local  Long  v  Local  V  Local  D  v  d  v  v  Local  V  v  v  Local  T  Void  Local  r  r  Local  r  r  d  Local  r  r  d  Local  r  r  d  Local  r  r  d  Local  Rop  r  r  d  Local  Local  Local  Type  Id  Local  Local  externalcomandroiddxroptype  Type  externalcomandroiddxroptype  Type  Local  Integer  Local  T  Local  T  Local  Integer  Local  Local  Local  Integer  Local  Local  Integer  Local  Local  Local  boolean  Local  Local  Local  Local,Type,intern  Table  bt  void  bt  boolean  bt  byte  bt  char  bt  double  bt  float  bt  int  bt  long  bt  short  bt  object  bt  addr  bt  count  boolean  byte  char  double  float  int  long  short  void  known  null  return  address  annotation  class  cloneable  method  handle  method  type  var  handle  object  serializable  string  throwable  boolean  class  byte  class  character  class  double  class  float  class  integer  class  long  class  short  class  void  class  boolean  array  byte  array  char  array  double  array  float  array  int  array  long  array  object  array  short  array  descriptor  basic  Type  new  At  class  Name  array  Type  component  Type  initialized  Type,init  Interns  intern  intern  Return  Type  intern  Class  Name  Type  Type  equals  hash  Code  compare  To  to  String  to  Human  get  Type  get  Frame  Type  get  Basic  Type  get  Basic  Frame  Type  is  Constant  get  Descriptor  get  Class  Name  get  Category  is  Category  is  Category  is  Intlike  is  Primitive  is  Reference  is  Array  is  Array  Or  Known  Null  is  Uninitialized  get  New  At  get  Initialized  Type  get  Array  Type  get  Component  Type  as  Uninitialized  put  Intern  clear  Intern  Table  make  Initialized,String  String  String  String  int  int  String  int  Object  Type  int  Type  Frame,0,0
57,get  Cast  Rop,externalcomandroiddxroptype  Type  externalcomandroiddxroptype  Type,Rop,,get  Basic  Type  get  Basic  Type  op  Conv,Type,intern  Table  bt  void  bt  boolean  bt  byte  bt  char  bt  double  bt  float  bt  int  bt  long  bt  short  bt  object  bt  addr  bt  count  boolean  byte  char  double  float  int  long  short  void  known  null  return  address  annotation  class  cloneable  method  handle  method  type  var  handle  object  serializable  string  throwable  boolean  class  byte  class  character  class  double  class  float  class  integer  class  long  class  short  class  void  class  boolean  array  byte  array  char  array  double  array  float  array  int  array  long  array  object  array  short  array  descriptor  basic  Type  new  At  class  Name  array  Type  component  Type  initialized  Type,init  Interns  intern  intern  Return  Type  intern  Class  Name  Type  Type  equals  hash  Code  compare  To  to  String  to  Human  get  Type  get  Frame  Type  get  Basic  Type  get  Basic  Frame  Type  is  Constant  get  Descriptor  get  Class  Name  get  Category  is  Category  is  Category  is  Intlike  is  Primitive  is  Reference  is  Array  is  Array  Or  Known  Null  is  Uninitialized  get  New  At  get  Initialized  Type  get  Array  Type  get  Component  Type  as  Uninitialized  put  Intern  clear  Intern  Table  make  Initialized,String  String  String  String  int  int  String  int  Object  Type  int  Type  Frame,Code,method  labels  current  Label  locals  Initialized  this  Local  parameters  locals  source  Position  catch  Types  catch  Labels  catches,Code  new  Local  get  Parameter  get  This  coerce  initialize  Locals  param  Size  adopt  mark  jump  add  Catch  Clause  remove  Catch  Clause  move  Exception  throw  Value  to  Type  List  add  Instruction  add  Instruction  split  Current  Label  load  Constant  move  op  op  compare  compare  Z  compare  Floating  Point  compare  Longs  iget  iput  sget  sput  new  Instance  invoke  Static  invoke  Virtual  invoke  Direct  invoke  Super  invoke  Interface  invoke  instance  Of  Type  cast  array  Length  new  Array  aget  aput  return  Void  return  Value  move  Result  monitor  Enter  monitor  Exit  to  Basic  Blocks  clean  Up  Labels  concatenate,Dex  Maker  Method  Declaration  Type  Id  T  int  Type  Id  T  Type  Id  T  Local  Type  Id  T  Label  Label  Label  Throwable  Label  Throwable  Local  Throwable  List  Type  Id  Insn  Insn  Label  Label  List  Label  Local  T  t  Local  T  Local  T  Unary  Op  Local  T  Local  T  Binary  Op  Local  T  Local  T  Local  T  Comparison  Label  Local  T  Local  T  Comparison  Label  Local  Local  Integer  Local  T  Local  T  int  Local  Integer  Local  Long  Local  Long  v  Local  V  Local  D  v  d  v  v  Local  V  v  v  Local  T  Void  Local  r  r  Local  r  r  d  Local  r  r  d  Local  r  r  d  Local  r  r  d  Local  Rop  r  r  d  Local  Local  Local  Type  Id  Local  Local  externalcomandroiddxroptype  Type  externalcomandroiddxroptype  Type  Local  Integer  Local  T  Local  T  Local  Integer  Local  Local  Local  Integer  Local  Local  Integer  Local  Local  Local  boolean  Local  Local  Local  Local,1,0
58,hook  Layout,String  X  Resources,Unhook,,get  Identifier  hook  Layout,X  Resources,s  Replacements  s  Resource  Names  s  System  Replacements  Cache  m  Replacements  Cache  s  Replacements  Cache  Map  s  Color  State  List  Cache  s  Layout  Callbacks  s  Xml  Instance  Details  extra  xml  instance  details  s  Included  Layouts  s  Res  Dir  Last  Modified  s  Res  Dir  Package  Names  s  Latest  Res  Key  m  Is  Object  Inited  m  Res  Dir  m  Package  Name  Resource  Names  id  pkg  name  type  full  Name  X  Typed  Array  Drawable  Loader  Dimension  Replacement  m  Value  m  Unit  X  M  L  Instance  Details  res  Names  variant  callbacks  res,initial  Value  X  Resources  init  Object  is  First  Load  set  Package  Name  For  Res  Dir  get  Package  Name  get  Package  Name  get  Package  Name  During  Construction  init  after  Hooked  Method  before  Hooked  Method  after  Hooked  Method  Resource  Names  equals  get  Resource  Names  get  System  Resource  Names  put  Resource  Names  set  Replacement  set  Replacement  set  Replacement  set  System  Wide  Replacement  set  System  Wide  Replacement  set  System  Wide  Replacement  set  Replacement  get  Replacement  get  Animation  get  Boolean  get  Color  get  Color  State  List  get  Dimension  get  Dimension  Pixel  Offset  get  Dimension  Pixel  Size  get  Drawable  get  Drawable  get  Drawable  get  Drawable  For  Density  get  Drawable  For  Density  get  Drawable  For  Density  get  Fraction  get  Integer  get  Int  Array  get  Layout  get  Movie  get  Quantity  Text  get  String  Array  get  Text  get  Text  get  Text  Array  get  Xml  is  Xml  Cached  rewrite  Xml  References  Native  translate  Res  Id  get  Fake  Res  Id  get  Fake  Res  Id  add  Resource  translate  Attr  Id  X  Typed  Array  get  Boolean  get  Color  get  Color  State  List  get  Dimension  get  Dimension  Pixel  Offset  get  Dimension  Pixel  Size  get  Drawable  get  Float  get  Fraction  get  Int  get  Integer  get  Layout  Dimension  get  Layout  Dimension  get  String  get  Text  get  Text  Array  Drawable  Loader  new  Drawable  new  Drawable  For  Density  Dimension  Replacement  get  Dimension  get  Dimension  Pixel  Offset  get  Dimension  Pixel  Size  X  M  L  Instance  Details  hook  Layout  hook  System  Wide  Layout  hook  System  Wide  Layout  hook  System  Wide  Layout  hook  Layout  Internal  unhook  Layout,Class  Loader  String  String  String  String  Thread  Local  Object  Method  Hook  Param  Method  Hook  Param  Method  Hook  Param  int  String  String  String  String  String  String  int  int  int  String  Resource  Names  int  Object  String  Object  String  String  String  Object  int  Object  String  Object  String  String  String  Object  int  Object  X  Resources  int  int  int  int  int  int  int  int  int  int  Theme  int  Theme  boolean  int  int  int  int  Theme  int  int  Theme  boolean  int  int  int  int  int  int  int  int  int  int  int  int  Char  Sequence  int  int  Resources  int  long  X  Resources  Resources  int  X  Resources  Resources  String  Resources  int  Resources  int  String  X  Resources  Resources  int  boolean  int  int  int  int  float  int  int  int  int  int  int  float  int  int  int  float  int  int  int  int  int  int  int  String  int  int  int  X  Resources  int  X  Resources  int  int  float  int  Display  Metrics  Display  Metrics  Display  Metrics  Resource  Names  String  copyonwritesortedsetxc  layoutinflated  int  xc  layoutinflated  String  String  String  xc  layoutinflated  int  xc  layoutinflated  String  xc  layoutinflated  String  String  String  xc  layoutinflated  String  int  Resource  Names  xc  layoutinflated  String  int  xc  layoutinflated,xc  layoutinflated,Layout  Inflated  Param  view  res  Names  variant  res  Unhook  res  Dir  id,xc  layoutinflated  xc  layoutinflated  Layout  Inflated  Param  call  handle  Layout  Inflated  Unhook  get  Id  get  Callback  unhook,int  String  X  Resources  copyonwritesortedsetxc  layoutinflated  Param  Layout  Inflated  Param  String  int,0,0
