id,method-name,parametes-method,return-method,field-access,methods-method,contain-class-name,attributes-class,methods-class,target-class-name,attributes-class,methods-class,tag,move-tag
108,set  Cell,int  int  Table  Cell,void,,set  expand  To,Table  Section,section  Type  rows  row  column,Table  Section  get  Rows  get  Row  get  Column  next  Row  normalize  expand  To  expand  To  expand  To  expand  To  default  Row  default  Cell  get  get  Max  Columns  get  Min  Columns  dump  Rows  to  String,Table  Cell,opening  Marker  text  closing  Marker  header  alignment  span  Alignment,trim  White  Space  merge  White  Space  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker  get  Span  set  Span  get  Segments  get  Ast  Extra  Table  Cell  Table  Cell  is  Header  set  Header  get  Alignment  set  Alignment  cell  Alignment,0,0
109,set  Cell,int  int  Table  Cell,void,,set  expand  To,Table  Cell,opening  Marker  text  closing  Marker  header  alignment  span  Alignment,trim  White  Space  merge  White  Space  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker  get  Span  set  Span  get  Segments  get  Ast  Extra  Table  Cell  Table  Cell  is  Header  set  Header  get  Alignment  set  Alignment  cell  Alignment,Table  Section,section  Type  rows  row  column,Table  Section  get  Rows  get  Row  get  Column  next  Row  normalize  expand  To  expand  To  expand  To  expand  To  default  Row  default  Cell  get  get  Max  Columns  get  Min  Columns  dump  Rows  to  String,1,0
110,expand  To,int,Table  Row,,expand  To,Table  Section,section  Type  rows  row  column,Table  Section  get  Rows  get  Row  get  Column  next  Row  set  Cell  normalize  expand  To  expand  To  expand  To  default  Row  default  Cell  get  get  Max  Columns  get  Min  Columns  dump  Rows  to  String,Table  Cell,opening  Marker  text  closing  Marker  header  alignment  span  Alignment,trim  White  Space  merge  White  Space  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker  get  Span  set  Span  get  Segments  get  Ast  Extra  Table  Cell  Table  Cell  is  Header  set  Header  get  Alignment  set  Alignment  cell  Alignment,0,0
111,expand  To,int,Table  Row,,expand  To,Table  Cell,opening  Marker  text  closing  Marker  header  alignment  span  Alignment,trim  White  Space  merge  White  Space  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker  get  Span  set  Span  get  Segments  get  Ast  Extra  Table  Cell  Table  Cell  is  Header  set  Header  get  Alignment  set  Alignment  cell  Alignment,Table  Section,section  Type  rows  row  column,Table  Section  get  Rows  get  Row  get  Column  next  Row  set  Cell  normalize  expand  To  expand  To  expand  To  default  Row  default  Cell  get  get  Max  Columns  get  Min  Columns  dump  Rows  to  String,1,0
112,expand  To,int,Table  Row,,expand  To,Table  Section,section  Type  rows  row  column,Table  Section  get  Rows  get  Row  get  Column  next  Row  set  Cell  normalize  expand  To  expand  To  expand  To  default  Row  default  Cell  get  get  Max  Columns  get  Min  Columns  dump  Rows  to  String,Table  Cell,opening  Marker  text  closing  Marker  header  alignment  span  Alignment,trim  White  Space  merge  White  Space  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker  get  Span  set  Span  get  Segments  get  Ast  Extra  Table  Cell  Table  Cell  is  Header  set  Header  get  Alignment  set  Alignment  cell  Alignment,0,0
113,expand  To,int,Table  Row,,expand  To,Table  Cell,opening  Marker  text  closing  Marker  header  alignment  span  Alignment,trim  White  Space  merge  White  Space  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker  get  Span  set  Span  get  Segments  get  Ast  Extra  Table  Cell  Table  Cell  is  Header  set  Header  get  Alignment  set  Alignment  cell  Alignment,Table  Section,section  Type  rows  row  column,Table  Section  get  Rows  get  Row  get  Column  next  Row  set  Cell  normalize  expand  To  expand  To  expand  To  default  Row  default  Cell  get  get  Max  Columns  get  Min  Columns  dump  Rows  to  String,1,0
114,pipe  Needs  Space  Before,Table  Cell,boolean,,equals  ends  With,Markdown  Table,header  separator  body  caption  options  is  Heading  is  Separator  format  Table  Indent  Prefix  alignments  column  Widths  tracked  Offsets  all  sections  all  table  rows  all  content  rows  all  header  rows  all  body  rows  colon  trim  chars  table  Chars  no  suffixes  all  suffixes  sort  all  suffixes  no  sort  Column  Span  start  Column  column  Span  width  additional  Width  Index  Span  Offset  index  span  Offset,test  sort  Suffix  Markdown  Table  Markdown  Table  get  Table  Chars  get  Caption  Cell  get  Format  Table  Indent  Prefix  set  Format  Table  Indent  Prefix  set  Caption  Cell  get  Caption  set  Caption  set  Caption  With  Markers  get  Heading  Row  Count  get  Separator  Row  Count  get  Body  Row  Count  get  Caption  Row  Count  get  Max  Heading  Columns  get  Max  Separator  Columns  get  Max  Body  Columns  get  Have  Caption  get  Min  Columns  get  Max  Columns  get  Min  Columns  Without  Columns  get  Max  Columns  Without  Columns  get  Min  Columns  Without  Rows  get  Max  Columns  Without  Rows  get  Tracked  Offsets  find  Tracked  Offset  get  Tracked  Offset  get  Tracked  Offset  Index  get  Table  Start  Offset  get  Cell  Offset  Info  add  Tracked  Offset  add  Tracked  Offset  add  Tracked  Offset  add  Tracked  Offset  add  Tracked  Offset  get  All  Rows  get  All  Content  Rows  get  All  Section  Rows  get  All  Sections  Rows  is  All  Rows  Separator  get  All  Rows  Section  get  All  Rows  Count  get  All  Content  Rows  Count  get  All  Sections  Rows  Count  for  All  Rows  for  All  Rows  for  All  Rows  for  All  Content  Rows  for  All  Content  Rows  for  All  Content  Rows  for  All  Section  Rows  for  All  Section  Rows  for  All  Section  Rows  for  All  Header  Rows  for  All  Header  Rows  for  All  Header  Rows  for  All  Body  Rows  for  All  Body  Rows  for  All  Body  Rows  delete  Rows  insert  Rows  insert  Rows  insert  Columns  delete  Columns  move  Column  is  Empty  Column  is  All  Rows  Empty  At  is  Content  Rows  Empty  At  is  Empty  Row  At  get  Header  set  Header  is  Separator  set  Separator  set  Header  set  Separator  set  Body  next  Row  add  Cell  normalize  finalize  Table  fill  Missing  Columns  fill  Missing  Columns  set  Tracked  Offset  Index  transposed  sorted  append  Dashes  append  Table  append  Formatted  Caption  formatted  Caption  pipe  Needs  Space  After  append  Rows  append  Column  Span  cell  Text  span  Width  span  Fixed  Width  Column  Span  adjust  Cell  Alignment  aggregate  Total  Columns  Without  Columns  aggregate  Total  Columns  Without  Rows  for  All  Sections  Rows  Index  Span  Offset  to  String  to  String,Table  Cell,opening  Marker  text  closing  Marker  header  alignment  span  Alignment,trim  White  Space  merge  White  Space  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker  get  Span  set  Span  get  Segments  get  Ast  Extra  Table  Cell  Table  Cell  is  Header  set  Header  get  Alignment  set  Alignment  cell  Alignment,0,0
115,pipe  Needs  Space  Before,Table  Cell,boolean,,equals  ends  With,Table  Cell,opening  Marker  text  closing  Marker  header  alignment  span  Alignment,trim  White  Space  merge  White  Space  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker  get  Span  set  Span  get  Segments  get  Ast  Extra  Table  Cell  Table  Cell  is  Header  set  Header  get  Alignment  set  Alignment  cell  Alignment,Markdown  Table,header  separator  body  caption  options  is  Heading  is  Separator  format  Table  Indent  Prefix  alignments  column  Widths  tracked  Offsets  all  sections  all  table  rows  all  content  rows  all  header  rows  all  body  rows  colon  trim  chars  table  Chars  no  suffixes  all  suffixes  sort  all  suffixes  no  sort  Column  Span  start  Column  column  Span  width  additional  Width  Index  Span  Offset  index  span  Offset,test  sort  Suffix  Markdown  Table  Markdown  Table  get  Table  Chars  get  Caption  Cell  get  Format  Table  Indent  Prefix  set  Format  Table  Indent  Prefix  set  Caption  Cell  get  Caption  set  Caption  set  Caption  With  Markers  get  Heading  Row  Count  get  Separator  Row  Count  get  Body  Row  Count  get  Caption  Row  Count  get  Max  Heading  Columns  get  Max  Separator  Columns  get  Max  Body  Columns  get  Have  Caption  get  Min  Columns  get  Max  Columns  get  Min  Columns  Without  Columns  get  Max  Columns  Without  Columns  get  Min  Columns  Without  Rows  get  Max  Columns  Without  Rows  get  Tracked  Offsets  find  Tracked  Offset  get  Tracked  Offset  get  Tracked  Offset  Index  get  Table  Start  Offset  get  Cell  Offset  Info  add  Tracked  Offset  add  Tracked  Offset  add  Tracked  Offset  add  Tracked  Offset  add  Tracked  Offset  get  All  Rows  get  All  Content  Rows  get  All  Section  Rows  get  All  Sections  Rows  is  All  Rows  Separator  get  All  Rows  Section  get  All  Rows  Count  get  All  Content  Rows  Count  get  All  Sections  Rows  Count  for  All  Rows  for  All  Rows  for  All  Rows  for  All  Content  Rows  for  All  Content  Rows  for  All  Content  Rows  for  All  Section  Rows  for  All  Section  Rows  for  All  Section  Rows  for  All  Header  Rows  for  All  Header  Rows  for  All  Header  Rows  for  All  Body  Rows  for  All  Body  Rows  for  All  Body  Rows  delete  Rows  insert  Rows  insert  Rows  insert  Columns  delete  Columns  move  Column  is  Empty  Column  is  All  Rows  Empty  At  is  Content  Rows  Empty  At  is  Empty  Row  At  get  Header  set  Header  is  Separator  set  Separator  set  Header  set  Separator  set  Body  next  Row  add  Cell  normalize  finalize  Table  fill  Missing  Columns  fill  Missing  Columns  set  Tracked  Offset  Index  transposed  sorted  append  Dashes  append  Table  append  Formatted  Caption  formatted  Caption  pipe  Needs  Space  After  append  Rows  append  Column  Span  cell  Text  span  Width  span  Fixed  Width  Column  Span  adjust  Cell  Alignment  aggregate  Total  Columns  Without  Columns  aggregate  Total  Columns  Without  Rows  for  All  Sections  Rows  Index  Span  Offset  to  String  to  String,1,0
116,pipe  Needs  Space  After,Table  Cell,boolean,,equals  starts  With,Markdown  Table,header  separator  body  caption  options  is  Heading  is  Separator  format  Table  Indent  Prefix  alignments  column  Widths  tracked  Offsets  all  sections  all  table  rows  all  content  rows  all  header  rows  all  body  rows  colon  trim  chars  table  Chars  no  suffixes  all  suffixes  sort  all  suffixes  no  sort  Column  Span  start  Column  column  Span  width  additional  Width  Index  Span  Offset  index  span  Offset,test  sort  Suffix  Markdown  Table  Markdown  Table  get  Table  Chars  get  Caption  Cell  get  Format  Table  Indent  Prefix  set  Format  Table  Indent  Prefix  set  Caption  Cell  get  Caption  set  Caption  set  Caption  With  Markers  get  Heading  Row  Count  get  Separator  Row  Count  get  Body  Row  Count  get  Caption  Row  Count  get  Max  Heading  Columns  get  Max  Separator  Columns  get  Max  Body  Columns  get  Have  Caption  get  Min  Columns  get  Max  Columns  get  Min  Columns  Without  Columns  get  Max  Columns  Without  Columns  get  Min  Columns  Without  Rows  get  Max  Columns  Without  Rows  get  Tracked  Offsets  find  Tracked  Offset  get  Tracked  Offset  get  Tracked  Offset  Index  get  Table  Start  Offset  get  Cell  Offset  Info  add  Tracked  Offset  add  Tracked  Offset  add  Tracked  Offset  add  Tracked  Offset  add  Tracked  Offset  get  All  Rows  get  All  Content  Rows  get  All  Section  Rows  get  All  Sections  Rows  is  All  Rows  Separator  get  All  Rows  Section  get  All  Rows  Count  get  All  Content  Rows  Count  get  All  Sections  Rows  Count  for  All  Rows  for  All  Rows  for  All  Rows  for  All  Content  Rows  for  All  Content  Rows  for  All  Content  Rows  for  All  Section  Rows  for  All  Section  Rows  for  All  Section  Rows  for  All  Header  Rows  for  All  Header  Rows  for  All  Header  Rows  for  All  Body  Rows  for  All  Body  Rows  for  All  Body  Rows  delete  Rows  insert  Rows  insert  Rows  insert  Columns  delete  Columns  move  Column  is  Empty  Column  is  All  Rows  Empty  At  is  Content  Rows  Empty  At  is  Empty  Row  At  get  Header  set  Header  is  Separator  set  Separator  set  Header  set  Separator  set  Body  next  Row  add  Cell  normalize  finalize  Table  fill  Missing  Columns  fill  Missing  Columns  set  Tracked  Offset  Index  transposed  sorted  append  Dashes  append  Table  append  Formatted  Caption  formatted  Caption  pipe  Needs  Space  Before  append  Rows  append  Column  Span  cell  Text  span  Width  span  Fixed  Width  Column  Span  adjust  Cell  Alignment  aggregate  Total  Columns  Without  Columns  aggregate  Total  Columns  Without  Rows  for  All  Sections  Rows  Index  Span  Offset  to  String  to  String,Table  Cell,opening  Marker  text  closing  Marker  header  alignment  span  Alignment,trim  White  Space  merge  White  Space  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker  get  Span  set  Span  get  Segments  get  Ast  Extra  Table  Cell  Table  Cell  is  Header  set  Header  get  Alignment  set  Alignment  cell  Alignment,0,0
117,pipe  Needs  Space  After,Table  Cell,boolean,,equals  starts  With,Table  Cell,opening  Marker  text  closing  Marker  header  alignment  span  Alignment,trim  White  Space  merge  White  Space  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker  get  Span  set  Span  get  Segments  get  Ast  Extra  Table  Cell  Table  Cell  is  Header  set  Header  get  Alignment  set  Alignment  cell  Alignment,Markdown  Table,header  separator  body  caption  options  is  Heading  is  Separator  format  Table  Indent  Prefix  alignments  column  Widths  tracked  Offsets  all  sections  all  table  rows  all  content  rows  all  header  rows  all  body  rows  colon  trim  chars  table  Chars  no  suffixes  all  suffixes  sort  all  suffixes  no  sort  Column  Span  start  Column  column  Span  width  additional  Width  Index  Span  Offset  index  span  Offset,test  sort  Suffix  Markdown  Table  Markdown  Table  get  Table  Chars  get  Caption  Cell  get  Format  Table  Indent  Prefix  set  Format  Table  Indent  Prefix  set  Caption  Cell  get  Caption  set  Caption  set  Caption  With  Markers  get  Heading  Row  Count  get  Separator  Row  Count  get  Body  Row  Count  get  Caption  Row  Count  get  Max  Heading  Columns  get  Max  Separator  Columns  get  Max  Body  Columns  get  Have  Caption  get  Min  Columns  get  Max  Columns  get  Min  Columns  Without  Columns  get  Max  Columns  Without  Columns  get  Min  Columns  Without  Rows  get  Max  Columns  Without  Rows  get  Tracked  Offsets  find  Tracked  Offset  get  Tracked  Offset  get  Tracked  Offset  Index  get  Table  Start  Offset  get  Cell  Offset  Info  add  Tracked  Offset  add  Tracked  Offset  add  Tracked  Offset  add  Tracked  Offset  add  Tracked  Offset  get  All  Rows  get  All  Content  Rows  get  All  Section  Rows  get  All  Sections  Rows  is  All  Rows  Separator  get  All  Rows  Section  get  All  Rows  Count  get  All  Content  Rows  Count  get  All  Sections  Rows  Count  for  All  Rows  for  All  Rows  for  All  Rows  for  All  Content  Rows  for  All  Content  Rows  for  All  Content  Rows  for  All  Section  Rows  for  All  Section  Rows  for  All  Section  Rows  for  All  Header  Rows  for  All  Header  Rows  for  All  Header  Rows  for  All  Body  Rows  for  All  Body  Rows  for  All  Body  Rows  delete  Rows  insert  Rows  insert  Rows  insert  Columns  delete  Columns  move  Column  is  Empty  Column  is  All  Rows  Empty  At  is  Content  Rows  Empty  At  is  Empty  Row  At  get  Header  set  Header  is  Separator  set  Separator  set  Header  set  Separator  set  Body  next  Row  add  Cell  normalize  finalize  Table  fill  Missing  Columns  fill  Missing  Columns  set  Tracked  Offset  Index  transposed  sorted  append  Dashes  append  Table  append  Formatted  Caption  formatted  Caption  pipe  Needs  Space  Before  append  Rows  append  Column  Span  cell  Text  span  Width  span  Fixed  Width  Column  Span  adjust  Cell  Alignment  aggregate  Total  Columns  Without  Columns  aggregate  Total  Columns  Without  Rows  for  All  Sections  Rows  Index  Span  Offset  to  String  to  String,1,0
118,add,Parser  Params,Parser  Params,,add  escalate  get  Status,Parser  Params,messages  skip  status,escalate,Parser  Message,source  status  message,Parser  Message  get  Source  get  Status  get  Message,0,0
119,add,Parser  Params,Parser  Params,,add  escalate  get  Status,Parser  Message,source  status  message,Parser  Message  get  Source  get  Status  get  Message,Parser  Params,messages  skip  status,escalate,1,1
120,get  Footnote  Block,Footnote,Footnote  Block,,is  Empty  get  Text  get  to  String  get  Text,Footnote,opening  Marker  text  closing  Marker  footnote  Block  reference  Ordinal,get  Reference  Ordinal  set  Reference  Ordinal  get  Reference  get  Reference  Node  get  Reference  Node  is  Defined  is  Tentative  set  Footnote  Block  get  Segments  get  Ast  Extra  Footnote  Footnote  Footnote  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker,Footnote  Repository,referenced  Footnote  Blocks,resolve  Footnotes  add  Footnote  Reference  resolve  Footnote  Ordinals  get  Referenced  Footnote  Blocks  Footnote  Repository  get  Data  Key  get  Keep  Data  Key  get  Referenced  Elements,0,0
121,get  Footnote  Block,Footnote,Footnote  Block,,is  Empty  get  Text  get  to  String  get  Text,Footnote  Repository,referenced  Footnote  Blocks,resolve  Footnotes  add  Footnote  Reference  resolve  Footnote  Ordinals  get  Referenced  Footnote  Blocks  Footnote  Repository  get  Data  Key  get  Keep  Data  Key  get  Referenced  Elements,Footnote,opening  Marker  text  closing  Marker  footnote  Block  reference  Ordinal,get  Reference  Ordinal  set  Reference  Ordinal  get  Reference  get  Reference  Node  get  Reference  Node  is  Defined  is  Tentative  set  Footnote  Block  get  Segments  get  Ast  Extra  Footnote  Footnote  Footnote  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker,1,1
122,get  Previous  Text,Based  Sequence  Segment  Offset  Tree,Segment,,get  Pos  get  Start  Index  get  Segment  is  Text  get  Segment  get  Pos  get  Next  Text,Segment  Offset  Tree,start  Indices,Segment  Offset  Tree  build  build  build  end  Offset  get  Start  Index  get  Segment  find  Segment  Pos  By  Offset  get  Next  Text  find  Segment  By  Offset  to  String  has  Previous  Anchor  previous  Anchor  Offset  aggr  Length  find  Segment  Pos  find  Segment  find  Segment  get  Segment  Range  add  Segments  add  Segments  find  Segment  Pos  get  Prev  Anchor,Segment,type  mask  type  no  size  bytes  type  start  bytes  type  length  bytes  type  anchor  type  base  type  text  type  repeated  text  type  text  ascii  type  repeated  ascii  type  repeated  space  type  repeated  eol  type  has  offset  type  has  length  type  has  both  type  has  char  type  has  chars  type  has  byte  type  has  bytes  Seg  Type  flags  pos  bytes  byte  Offset  start  Index  Base  start  Offset  end  Offset  base  Seq  Text  Char  Sequence  Base  bytes  byte  Offset  start  Offset  length  Text  Char  Sequence  Text  Ascii  Char  Sequence  Text  Repeated  Sequence  c  length  Text  chars,Seg  Type  has  All  has  Length  has  Offset  has  Both  has  Char  has  Chars  has  Byte  has  Bytes  from  Type  Mask  has  All  Segment  get  Pos  get  Bytes  get  Byte  Offset  get  Start  Index  get  End  Index  not  In  Segment  offset  Not  In  Segment  get  Type  get  Byte  Length  length  is  Base  is  Anchor  is  Text  is  First  Start  is  Repeated  Text  End  get  Start  Offset  get  End  Offset  get  Char  Sequence  char  At  to  String  Base  length  is  Base  is  Anchor  is  Text  is  First  Start  is  Repeated  Text  End  get  Start  Offset  get  End  Offset  char  At  get  Char  Sequence  Text  Char  Sequence  Base  length  char  At  create  sub  Sequence  to  String  Text  Char  Sequence  char  At  create  Text  Ascii  Char  Sequence  char  At  create  Text  Repeated  Sequence  length  char  At  sub  Sequence  to  String  Text  length  char  At  is  Base  is  Anchor  is  Text  text  Type  is  First  Start  is  Repeated  Text  End  get  Start  Offset  get  End  Offset  get  Char  Sequence  get  Segment  get  Seg  Type  get  Offset  Bytes  get  Length  Bytes  get  Int  Bytes  get  Seg  Byte  Length  get  Seg  Byte  Length  add  Int  Bytes  get  Int  add  Char  get  Char  add  Chars  add  Char  Ascii  add  Chars  Ascii  get  Char  Ascii  add  Seg  Bytes,0,0
123,get  Previous  Text,Based  Sequence  Segment  Offset  Tree,Segment,,get  Pos  get  Start  Index  get  Segment  is  Text  get  Segment  get  Pos  get  Next  Text,Segment,type  mask  type  no  size  bytes  type  start  bytes  type  length  bytes  type  anchor  type  base  type  text  type  repeated  text  type  text  ascii  type  repeated  ascii  type  repeated  space  type  repeated  eol  type  has  offset  type  has  length  type  has  both  type  has  char  type  has  chars  type  has  byte  type  has  bytes  Seg  Type  flags  pos  bytes  byte  Offset  start  Index  Base  start  Offset  end  Offset  base  Seq  Text  Char  Sequence  Base  bytes  byte  Offset  start  Offset  length  Text  Char  Sequence  Text  Ascii  Char  Sequence  Text  Repeated  Sequence  c  length  Text  chars,Seg  Type  has  All  has  Length  has  Offset  has  Both  has  Char  has  Chars  has  Byte  has  Bytes  from  Type  Mask  has  All  Segment  get  Pos  get  Bytes  get  Byte  Offset  get  Start  Index  get  End  Index  not  In  Segment  offset  Not  In  Segment  get  Type  get  Byte  Length  length  is  Base  is  Anchor  is  Text  is  First  Start  is  Repeated  Text  End  get  Start  Offset  get  End  Offset  get  Char  Sequence  char  At  to  String  Base  length  is  Base  is  Anchor  is  Text  is  First  Start  is  Repeated  Text  End  get  Start  Offset  get  End  Offset  char  At  get  Char  Sequence  Text  Char  Sequence  Base  length  char  At  create  sub  Sequence  to  String  Text  Char  Sequence  char  At  create  Text  Ascii  Char  Sequence  char  At  create  Text  Repeated  Sequence  length  char  At  sub  Sequence  to  String  Text  length  char  At  is  Base  is  Anchor  is  Text  text  Type  is  First  Start  is  Repeated  Text  End  get  Start  Offset  get  End  Offset  get  Char  Sequence  get  Segment  get  Seg  Type  get  Offset  Bytes  get  Length  Bytes  get  Int  Bytes  get  Seg  Byte  Length  get  Seg  Byte  Length  add  Int  Bytes  get  Int  add  Char  get  Char  add  Chars  add  Char  Ascii  add  Chars  Ascii  get  Char  Ascii  add  Seg  Bytes,Segment  Offset  Tree,start  Indices,Segment  Offset  Tree  build  build  build  end  Offset  get  Start  Index  get  Segment  find  Segment  Pos  By  Offset  get  Next  Text  find  Segment  By  Offset  to  String  has  Previous  Anchor  previous  Anchor  Offset  aggr  Length  find  Segment  Pos  find  Segment  find  Segment  get  Segment  Range  add  Segments  add  Segments  find  Segment  Pos  get  Prev  Anchor,1,1
124,add  Run  Attribute  Formatting,Docx  Renderer  Context  Core  Node  Docx  Renderer,void,,set  Run  Format  Provider,Core  Node  Docx  Renderer,list  item  number  list  item  spacing  rendering  phases  input  type  dropdown  input  type  checkbox  input  type  text  input  class  text  input  class  dropdown  input  class  checkbox  reference  Repository  options  emoji  Options  list  Options  recheck  Undefined  References  repository  Nodes  Done  linebreak  On  Inline  Html  Br  table  Caption  To  Paragraph  table  Caption  Before  Table  table  Preferred  Width  Pct  table  Left  Indent  table  Style  image  Id  footnote  I  Ds  last  Toc  Block  numbered  Lists  bullet  Lists  enumerated  Ordinals  ordinal  Runnable  header  Id  Generator  form  Control  Counts  footnote  Repository  my  Tbl  my  Tr  Ordinal  Renderer  renderer  docx  Url  Renderer  my  Docx  my  Link  Text  my  Link  Url  Url  Run  Container  my  Hyperlink  Child  Renderer  my  Docx  my  Node  Footnote  Frame  my  Docx  my  Ftn  Edn  my  Footnote  Block  Table  Caption  Renderer  my  Docx  my  Node  Table  Cell  Content  Container  my  Tc  my  Docx  my  Container  Part  my  First  P  Table  Cell  Para  Container  my  Node  my  Tc  my  Docx  my  First  P,ensure  Numbered  List  Length  ensure  Bullet  List  Length  Core  Node  Docx  Renderer  get  Formatting  Phases  render  Document  get  Node  Classes  get  Bookmark  Wraps  Children  Classes  get  Repository  get  Node  Formatting  Handlers  render  render  render  has  Rendering  Attribute  render  render  render  add  Block  Attribute  Formatting  get  Attribute  Format  get  Attribute  Format  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  List  render  render  render  render  render  List  Item  render  render  render  render  render  render  render  Html  Block  render  render  render  Inline  Html  render  render  render  U  R  L  render  U  R  L  render  render  render  render  Input  Field  get  Current  Time  get  Current  Date  render  get  Size  Info  new  Image  render  render  render  render  Image  render  render  render  render  render  render  render  Table  Caption  render  get  Align  Value  render  render  render  render  render  render  Ordinal  Renderer  start  Rendering  set  Enum  Ordinal  Runnable  get  Enum  Ordinal  Runnable  render  end  Rendering  render  render  render  render  render  Url  Renderer  run  Url  Run  Container  add  R  get  Last  R  Child  Renderer  run  Footnote  Frame  run  add  P  get  Last  P  get  Relationships  Part  get  Container  Part  get  Content  get  Last  Content  Element  add  Content  Element  Table  Caption  Renderer  run  Table  Cell  Content  Container  get  Content  get  Relationships  Part  get  Container  Part  get  Last  Content  Element  add  Content  Element  Table  Cell  Para  Container  add  P  get  Last  P,Attribute  Format,font  Family  font  Size  font  Bold  font  Italic  text  Color  fill  Color,Attribute  Format  trim  Empty  To  Null  is  Empty  get  Valid  Hex  Color  get  Valid  Named  Or  Hex  Color  get  Valid  Font  Family  get  Valid  Font  Size  get  Valid  Font  Bold  get  Valid  Font  Italic  get  Shd  set  Format  R  Pr,0,0
125,add  Run  Attribute  Formatting,Docx  Renderer  Context  Core  Node  Docx  Renderer,void,,set  Run  Format  Provider,Attribute  Format,font  Family  font  Size  font  Bold  font  Italic  text  Color  fill  Color,Attribute  Format  trim  Empty  To  Null  is  Empty  get  Valid  Hex  Color  get  Valid  Named  Or  Hex  Color  get  Valid  Font  Family  get  Valid  Font  Size  get  Valid  Font  Bold  get  Valid  Font  Italic  get  Shd  set  Format  R  Pr,Core  Node  Docx  Renderer,list  item  number  list  item  spacing  rendering  phases  input  type  dropdown  input  type  checkbox  input  type  text  input  class  text  input  class  dropdown  input  class  checkbox  reference  Repository  options  emoji  Options  list  Options  recheck  Undefined  References  repository  Nodes  Done  linebreak  On  Inline  Html  Br  table  Caption  To  Paragraph  table  Caption  Before  Table  table  Preferred  Width  Pct  table  Left  Indent  table  Style  image  Id  footnote  I  Ds  last  Toc  Block  numbered  Lists  bullet  Lists  enumerated  Ordinals  ordinal  Runnable  header  Id  Generator  form  Control  Counts  footnote  Repository  my  Tbl  my  Tr  Ordinal  Renderer  renderer  docx  Url  Renderer  my  Docx  my  Link  Text  my  Link  Url  Url  Run  Container  my  Hyperlink  Child  Renderer  my  Docx  my  Node  Footnote  Frame  my  Docx  my  Ftn  Edn  my  Footnote  Block  Table  Caption  Renderer  my  Docx  my  Node  Table  Cell  Content  Container  my  Tc  my  Docx  my  Container  Part  my  First  P  Table  Cell  Para  Container  my  Node  my  Tc  my  Docx  my  First  P,ensure  Numbered  List  Length  ensure  Bullet  List  Length  Core  Node  Docx  Renderer  get  Formatting  Phases  render  Document  get  Node  Classes  get  Bookmark  Wraps  Children  Classes  get  Repository  get  Node  Formatting  Handlers  render  render  render  has  Rendering  Attribute  render  render  render  add  Block  Attribute  Formatting  get  Attribute  Format  get  Attribute  Format  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  List  render  render  render  render  render  List  Item  render  render  render  render  render  render  render  Html  Block  render  render  render  Inline  Html  render  render  render  U  R  L  render  U  R  L  render  render  render  render  Input  Field  get  Current  Time  get  Current  Date  render  get  Size  Info  new  Image  render  render  render  render  Image  render  render  render  render  render  render  render  Table  Caption  render  get  Align  Value  render  render  render  render  render  render  Ordinal  Renderer  start  Rendering  set  Enum  Ordinal  Runnable  get  Enum  Ordinal  Runnable  render  end  Rendering  render  render  render  render  render  Url  Renderer  run  Url  Run  Container  add  R  get  Last  R  Child  Renderer  run  Footnote  Frame  run  add  P  get  Last  P  get  Relationships  Part  get  Container  Part  get  Content  get  Last  Content  Element  add  Content  Element  Table  Caption  Renderer  run  Table  Cell  Content  Container  get  Content  get  Relationships  Part  get  Container  Part  get  Last  Content  Element  add  Content  Element  Table  Cell  Para  Container  add  P  get  Last  P,1,1
126,render,Node  Renderer  Context  Html  Writer  Definition  Node  Renderer,void,,indent  tag  with  Attr  render  Children  tag  un  Indent,Definition  Node  Renderer,list  Options  Factory,Definition  Node  Renderer  get  Node  Rendering  Handlers  render  apply,Definition  List,,Definition  List  Definition  List  Definition  List  Definition  List  get  Segments,0,0
127,render,Node  Renderer  Context  Html  Writer  Definition  Node  Renderer,void,,indent  tag  with  Attr  render  Children  tag  un  Indent,Definition  List,,Definition  List  Definition  List  Definition  List  Definition  List  get  Segments,Definition  Node  Renderer,list  Options  Factory,Definition  Node  Renderer  get  Node  Rendering  Handlers  render  apply,1,1
