id,method-name,parametes-method,return-method,field-access,methods-method,contain-class-name,attributes-class,methods-class,target-class-name,attributes-class,methods-class,tag,move-tag
36,create  Method  For  Do  Run  Cleanup  Spec,Spock  Execution  Context  Spec  Info,Method  Info,,do  Run  Cleanup  Spec  set  Parent  set  Kind  get  Cleanup  Spec  Interceptors  add  Interceptor,Platform  Spec  Runner,supervisor,Platform  Spec  Runner  run  Shared  Spec  run  Spec  create  Method  Info  For  Do  Run  Spec  create  Spec  Instance  run  Shared  Initializer  run  Shared  Initializer  create  Method  Info  For  Do  Run  Shared  Initializer  do  Run  Shared  Initializer  run  Setup  Spec  run  Setup  Spec  create  Method  Info  For  Do  Run  Setup  Spec  do  Run  Setup  Spec  run  Cleanup  Spec  run  Cleanup  Spec  do  Run  Cleanup  Spec  run  Feature  create  Method  Info  For  Do  Run  Feature  run  Iteration  create  Iteration  Info  create  Method  Info  For  Do  Run  Iteration  run  Parameterized  Feature  run  Initializer  run  Initializer  create  Method  Info  For  Do  Run  Initializer  do  Run  Initializer  run  Setup  run  Setup  create  Method  Info  For  Do  Run  Setup  do  Run  Setup  run  Feature  Method  run  Cleanup  run  Cleanup  create  Method  Info  For  Do  Run  Cleanup  do  Run  Cleanup  run  Iteration  Cleanups  invoke  invoke  Raw  get  Specification  Context,Spec  Info,fields  setup  Interceptors  cleanup  Interceptors  setup  Spec  Interceptors  cleanup  Spec  Interceptors  shared  Initializer  Interceptors  initializer  Interceptors  listeners  pkg  filename  narrative  super  Spec  sub  Spec  specs  Top  To  Bottom  specs  Bottom  To  Top  initializer  Method  shared  Initializer  Method  setup  Methods  cleanup  Methods  setup  Spec  Methods  cleanup  Spec  Methods  features,get  Package  set  Package  get  Filename  set  Filename  get  Narrative  set  Narrative  get  Super  Spec  set  Super  Spec  get  Sub  Spec  set  Sub  Spec  get  Top  Spec  get  Is  Top  Spec  get  Bottom  Spec  get  Is  Bottom  Spec  get  Specs  Top  To  Bottom  get  Specs  Bottom  To  Top  get  Initializer  Method  set  Initializer  Method  get  Shared  Initializer  Method  set  Shared  Initializer  Method  get  Setup  Methods  add  Setup  Method  get  Cleanup  Methods  add  Cleanup  Method  get  Setup  Spec  Methods  add  Setup  Spec  Method  get  Cleanup  Spec  Methods  add  Cleanup  Spec  Method  get  Fixture  Methods  get  All  Fixture  Methods  get  Fields  get  All  Fields  add  Field  get  Features  get  All  Features  get  All  Features  In  Execution  Order  add  Feature  get  Setup  Interceptors  add  Setup  Interceptor  get  Cleanup  Interceptors  add  Cleanup  Interceptor  get  Setup  Spec  Interceptors  add  Setup  Spec  Interceptor  get  Cleanup  Spec  Interceptors  add  Cleanup  Spec  Interceptor  get  Shared  Initializer  Interceptors  add  Shared  Initializer  Interceptor  get  Initializer  Interceptors  add  Initializer  Interceptor  get  Listeners  add  Listener  filter  Features  sort  Features  is  Initializer  Or  Fixture  Method  to  Feature  Name  sort  Features  In  Declaration  Order,0,0
37,create  Method  For  Do  Run  Cleanup  Spec,Spock  Execution  Context  Spec  Info,Method  Info,,do  Run  Cleanup  Spec  set  Parent  set  Kind  get  Cleanup  Spec  Interceptors  add  Interceptor,Spec  Info,fields  setup  Interceptors  cleanup  Interceptors  setup  Spec  Interceptors  cleanup  Spec  Interceptors  shared  Initializer  Interceptors  initializer  Interceptors  listeners  pkg  filename  narrative  super  Spec  sub  Spec  specs  Top  To  Bottom  specs  Bottom  To  Top  initializer  Method  shared  Initializer  Method  setup  Methods  cleanup  Methods  setup  Spec  Methods  cleanup  Spec  Methods  features,get  Package  set  Package  get  Filename  set  Filename  get  Narrative  set  Narrative  get  Super  Spec  set  Super  Spec  get  Sub  Spec  set  Sub  Spec  get  Top  Spec  get  Is  Top  Spec  get  Bottom  Spec  get  Is  Bottom  Spec  get  Specs  Top  To  Bottom  get  Specs  Bottom  To  Top  get  Initializer  Method  set  Initializer  Method  get  Shared  Initializer  Method  set  Shared  Initializer  Method  get  Setup  Methods  add  Setup  Method  get  Cleanup  Methods  add  Cleanup  Method  get  Setup  Spec  Methods  add  Setup  Spec  Method  get  Cleanup  Spec  Methods  add  Cleanup  Spec  Method  get  Fixture  Methods  get  All  Fixture  Methods  get  Fields  get  All  Fields  add  Field  get  Features  get  All  Features  get  All  Features  In  Execution  Order  add  Feature  get  Setup  Interceptors  add  Setup  Interceptor  get  Cleanup  Interceptors  add  Cleanup  Interceptor  get  Setup  Spec  Interceptors  add  Setup  Spec  Interceptor  get  Cleanup  Spec  Interceptors  add  Cleanup  Spec  Interceptor  get  Shared  Initializer  Interceptors  add  Shared  Initializer  Interceptor  get  Initializer  Interceptors  add  Initializer  Interceptor  get  Listeners  add  Listener  filter  Features  sort  Features  is  Initializer  Or  Fixture  Method  to  Feature  Name  sort  Features  In  Declaration  Order,Platform  Spec  Runner,supervisor,Platform  Spec  Runner  run  Shared  Spec  run  Spec  create  Method  Info  For  Do  Run  Spec  create  Spec  Instance  run  Shared  Initializer  run  Shared  Initializer  create  Method  Info  For  Do  Run  Shared  Initializer  do  Run  Shared  Initializer  run  Setup  Spec  run  Setup  Spec  create  Method  Info  For  Do  Run  Setup  Spec  do  Run  Setup  Spec  run  Cleanup  Spec  run  Cleanup  Spec  do  Run  Cleanup  Spec  run  Feature  create  Method  Info  For  Do  Run  Feature  run  Iteration  create  Iteration  Info  create  Method  Info  For  Do  Run  Iteration  run  Parameterized  Feature  run  Initializer  run  Initializer  create  Method  Info  For  Do  Run  Initializer  do  Run  Initializer  run  Setup  run  Setup  create  Method  Info  For  Do  Run  Setup  do  Run  Setup  run  Feature  Method  run  Cleanup  run  Cleanup  create  Method  Info  For  Do  Run  Cleanup  do  Run  Cleanup  run  Iteration  Cleanups  invoke  invoke  Raw  get  Specification  Context,1,0
38,create  Method  Info  For  Do  Run  Feature,Spock  Execution  Context  Runnable,Method  Info,,get  Current  Feature  run  set  Parent  get  Parent  set  Kind  set  Feature  get  Interceptors  add  Interceptor,Platform  Spec  Runner,supervisor,Platform  Spec  Runner  run  Shared  Spec  run  Spec  create  Method  Info  For  Do  Run  Spec  create  Spec  Instance  run  Shared  Initializer  run  Shared  Initializer  create  Method  Info  For  Do  Run  Shared  Initializer  do  Run  Shared  Initializer  run  Setup  Spec  run  Setup  Spec  create  Method  Info  For  Do  Run  Setup  Spec  do  Run  Setup  Spec  run  Cleanup  Spec  run  Cleanup  Spec  create  Method  For  Do  Run  Cleanup  Spec  do  Run  Cleanup  Spec  run  Feature  run  Iteration  create  Iteration  Info  create  Method  Info  For  Do  Run  Iteration  run  Parameterized  Feature  run  Initializer  run  Initializer  create  Method  Info  For  Do  Run  Initializer  do  Run  Initializer  run  Setup  run  Setup  create  Method  Info  For  Do  Run  Setup  do  Run  Setup  run  Feature  Method  run  Cleanup  run  Cleanup  create  Method  Info  For  Do  Run  Cleanup  do  Run  Cleanup  run  Iteration  Cleanups  invoke  invoke  Raw  get  Specification  Context,Spock  Execution  Context,engine  Execution  Listener  run  Context  runner  spec  current  Feature  current  Iteration  shared  Instance  current  Instance  parent  Id  error  Info  Collector,Spock  Execution  Context  set  Run  Context  set  Runner  set  Spec  set  Current  Feature  set  Current  Iteration  set  Shared  Instance  set  Current  Instance  set  Parent  Id  set  Error  Info  Collector  clone  get  Runner  get  Run  Context  with  Run  Context  with  Runner  with  Shared  Instance  with  Current  Instance  with  Spec  with  Current  Feature  with  Current  Iteration  with  Error  Info  Collector  with  Parent  Id  get  Shared  Instance  get  Current  Instance  get  Spec  get  Current  Feature  get  Current  Iteration  get  Parent  Id  get  Error  Info  Collector  sneaky  Invoke,0,0
39,create  Method  Info  For  Do  Run  Feature,Spock  Execution  Context  Runnable,Method  Info,,get  Current  Feature  run  set  Parent  get  Parent  set  Kind  set  Feature  get  Interceptors  add  Interceptor,Spock  Execution  Context,engine  Execution  Listener  run  Context  runner  spec  current  Feature  current  Iteration  shared  Instance  current  Instance  parent  Id  error  Info  Collector,Spock  Execution  Context  set  Run  Context  set  Runner  set  Spec  set  Current  Feature  set  Current  Iteration  set  Shared  Instance  set  Current  Instance  set  Parent  Id  set  Error  Info  Collector  clone  get  Runner  get  Run  Context  with  Run  Context  with  Runner  with  Shared  Instance  with  Current  Instance  with  Spec  with  Current  Feature  with  Current  Iteration  with  Error  Info  Collector  with  Parent  Id  get  Shared  Instance  get  Current  Instance  get  Spec  get  Current  Feature  get  Current  Iteration  get  Parent  Id  get  Error  Info  Collector  sneaky  Invoke,Platform  Spec  Runner,supervisor,Platform  Spec  Runner  run  Shared  Spec  run  Spec  create  Method  Info  For  Do  Run  Spec  create  Spec  Instance  run  Shared  Initializer  run  Shared  Initializer  create  Method  Info  For  Do  Run  Shared  Initializer  do  Run  Shared  Initializer  run  Setup  Spec  run  Setup  Spec  create  Method  Info  For  Do  Run  Setup  Spec  do  Run  Setup  Spec  run  Cleanup  Spec  run  Cleanup  Spec  create  Method  For  Do  Run  Cleanup  Spec  do  Run  Cleanup  Spec  run  Feature  run  Iteration  create  Iteration  Info  create  Method  Info  For  Do  Run  Iteration  run  Parameterized  Feature  run  Initializer  run  Initializer  create  Method  Info  For  Do  Run  Initializer  do  Run  Initializer  run  Setup  run  Setup  create  Method  Info  For  Do  Run  Setup  do  Run  Setup  run  Feature  Method  run  Cleanup  run  Cleanup  create  Method  Info  For  Do  Run  Cleanup  do  Run  Cleanup  run  Iteration  Cleanups  invoke  invoke  Raw  get  Specification  Context,1,0
40,create  Iteration  Info,Spock  Execution  Context  int  Object  int,Iteration  Info,,get  Current  Feature  get  Name  get  Iteration  Name  Provider  set  Name,Platform  Spec  Runner,supervisor,Platform  Spec  Runner  run  Shared  Spec  run  Spec  create  Method  Info  For  Do  Run  Spec  create  Spec  Instance  run  Shared  Initializer  run  Shared  Initializer  create  Method  Info  For  Do  Run  Shared  Initializer  do  Run  Shared  Initializer  run  Setup  Spec  run  Setup  Spec  create  Method  Info  For  Do  Run  Setup  Spec  do  Run  Setup  Spec  run  Cleanup  Spec  run  Cleanup  Spec  create  Method  For  Do  Run  Cleanup  Spec  do  Run  Cleanup  Spec  run  Feature  create  Method  Info  For  Do  Run  Feature  run  Iteration  create  Method  Info  For  Do  Run  Iteration  run  Parameterized  Feature  run  Initializer  run  Initializer  create  Method  Info  For  Do  Run  Initializer  do  Run  Initializer  run  Setup  run  Setup  create  Method  Info  For  Do  Run  Setup  do  Run  Setup  run  Feature  Method  run  Cleanup  run  Cleanup  create  Method  Info  For  Do  Run  Cleanup  do  Run  Cleanup  run  Iteration  Cleanups  invoke  invoke  Raw  get  Specification  Context,Spock  Execution  Context,engine  Execution  Listener  run  Context  runner  spec  current  Feature  current  Iteration  shared  Instance  current  Instance  parent  Id  error  Info  Collector,Spock  Execution  Context  set  Run  Context  set  Runner  set  Spec  set  Current  Feature  set  Current  Iteration  set  Shared  Instance  set  Current  Instance  set  Parent  Id  set  Error  Info  Collector  clone  get  Runner  get  Run  Context  with  Run  Context  with  Runner  with  Shared  Instance  with  Current  Instance  with  Spec  with  Current  Feature  with  Current  Iteration  with  Error  Info  Collector  with  Parent  Id  get  Shared  Instance  get  Current  Instance  get  Spec  get  Current  Feature  get  Current  Iteration  get  Parent  Id  get  Error  Info  Collector  sneaky  Invoke,0,0
41,create  Iteration  Info,Spock  Execution  Context  int  Object  int,Iteration  Info,,get  Current  Feature  get  Name  get  Iteration  Name  Provider  set  Name,Spock  Execution  Context,engine  Execution  Listener  run  Context  runner  spec  current  Feature  current  Iteration  shared  Instance  current  Instance  parent  Id  error  Info  Collector,Spock  Execution  Context  set  Run  Context  set  Runner  set  Spec  set  Current  Feature  set  Current  Iteration  set  Shared  Instance  set  Current  Instance  set  Parent  Id  set  Error  Info  Collector  clone  get  Runner  get  Run  Context  with  Run  Context  with  Runner  with  Shared  Instance  with  Current  Instance  with  Spec  with  Current  Feature  with  Current  Iteration  with  Error  Info  Collector  with  Parent  Id  get  Shared  Instance  get  Current  Instance  get  Spec  get  Current  Feature  get  Current  Iteration  get  Parent  Id  get  Error  Info  Collector  sneaky  Invoke,Platform  Spec  Runner,supervisor,Platform  Spec  Runner  run  Shared  Spec  run  Spec  create  Method  Info  For  Do  Run  Spec  create  Spec  Instance  run  Shared  Initializer  run  Shared  Initializer  create  Method  Info  For  Do  Run  Shared  Initializer  do  Run  Shared  Initializer  run  Setup  Spec  run  Setup  Spec  create  Method  Info  For  Do  Run  Setup  Spec  do  Run  Setup  Spec  run  Cleanup  Spec  run  Cleanup  Spec  create  Method  For  Do  Run  Cleanup  Spec  do  Run  Cleanup  Spec  run  Feature  create  Method  Info  For  Do  Run  Feature  run  Iteration  create  Method  Info  For  Do  Run  Iteration  run  Parameterized  Feature  run  Initializer  run  Initializer  create  Method  Info  For  Do  Run  Initializer  do  Run  Initializer  run  Setup  run  Setup  create  Method  Info  For  Do  Run  Setup  do  Run  Setup  run  Feature  Method  run  Cleanup  run  Cleanup  create  Method  Info  For  Do  Run  Cleanup  do  Run  Cleanup  run  Iteration  Cleanups  invoke  invoke  Raw  get  Specification  Context,1,0
42,create  Method  Info  For  Do  Run  Iteration,Spock  Execution  Context  Runnable,Method  Info,,get  Current  Feature  run  set  Parent  get  Parent  set  Kind  set  Feature  set  Iteration  get  Current  Iteration  get  Iteration  Interceptors  add  Interceptor,Platform  Spec  Runner,supervisor,Platform  Spec  Runner  run  Shared  Spec  run  Spec  create  Method  Info  For  Do  Run  Spec  create  Spec  Instance  run  Shared  Initializer  run  Shared  Initializer  create  Method  Info  For  Do  Run  Shared  Initializer  do  Run  Shared  Initializer  run  Setup  Spec  run  Setup  Spec  create  Method  Info  For  Do  Run  Setup  Spec  do  Run  Setup  Spec  run  Cleanup  Spec  run  Cleanup  Spec  create  Method  For  Do  Run  Cleanup  Spec  do  Run  Cleanup  Spec  run  Feature  create  Method  Info  For  Do  Run  Feature  run  Iteration  create  Iteration  Info  run  Parameterized  Feature  run  Initializer  run  Initializer  create  Method  Info  For  Do  Run  Initializer  do  Run  Initializer  run  Setup  run  Setup  create  Method  Info  For  Do  Run  Setup  do  Run  Setup  run  Feature  Method  run  Cleanup  run  Cleanup  create  Method  Info  For  Do  Run  Cleanup  do  Run  Cleanup  run  Iteration  Cleanups  invoke  invoke  Raw  get  Specification  Context,Spock  Execution  Context,engine  Execution  Listener  run  Context  runner  spec  current  Feature  current  Iteration  shared  Instance  current  Instance  parent  Id  error  Info  Collector,Spock  Execution  Context  set  Run  Context  set  Runner  set  Spec  set  Current  Feature  set  Current  Iteration  set  Shared  Instance  set  Current  Instance  set  Parent  Id  set  Error  Info  Collector  clone  get  Runner  get  Run  Context  with  Run  Context  with  Runner  with  Shared  Instance  with  Current  Instance  with  Spec  with  Current  Feature  with  Current  Iteration  with  Error  Info  Collector  with  Parent  Id  get  Shared  Instance  get  Current  Instance  get  Spec  get  Current  Feature  get  Current  Iteration  get  Parent  Id  get  Error  Info  Collector  sneaky  Invoke,0,0
43,create  Method  Info  For  Do  Run  Iteration,Spock  Execution  Context  Runnable,Method  Info,,get  Current  Feature  run  set  Parent  get  Parent  set  Kind  set  Feature  set  Iteration  get  Current  Iteration  get  Iteration  Interceptors  add  Interceptor,Spock  Execution  Context,engine  Execution  Listener  run  Context  runner  spec  current  Feature  current  Iteration  shared  Instance  current  Instance  parent  Id  error  Info  Collector,Spock  Execution  Context  set  Run  Context  set  Runner  set  Spec  set  Current  Feature  set  Current  Iteration  set  Shared  Instance  set  Current  Instance  set  Parent  Id  set  Error  Info  Collector  clone  get  Runner  get  Run  Context  with  Run  Context  with  Runner  with  Shared  Instance  with  Current  Instance  with  Spec  with  Current  Feature  with  Current  Iteration  with  Error  Info  Collector  with  Parent  Id  get  Shared  Instance  get  Current  Instance  get  Spec  get  Current  Feature  get  Current  Iteration  get  Parent  Id  get  Error  Info  Collector  sneaky  Invoke,Platform  Spec  Runner,supervisor,Platform  Spec  Runner  run  Shared  Spec  run  Spec  create  Method  Info  For  Do  Run  Spec  create  Spec  Instance  run  Shared  Initializer  run  Shared  Initializer  create  Method  Info  For  Do  Run  Shared  Initializer  do  Run  Shared  Initializer  run  Setup  Spec  run  Setup  Spec  create  Method  Info  For  Do  Run  Setup  Spec  do  Run  Setup  Spec  run  Cleanup  Spec  run  Cleanup  Spec  create  Method  For  Do  Run  Cleanup  Spec  do  Run  Cleanup  Spec  run  Feature  create  Method  Info  For  Do  Run  Feature  run  Iteration  create  Iteration  Info  run  Parameterized  Feature  run  Initializer  run  Initializer  create  Method  Info  For  Do  Run  Initializer  do  Run  Initializer  run  Setup  run  Setup  create  Method  Info  For  Do  Run  Setup  do  Run  Setup  run  Feature  Method  run  Cleanup  run  Cleanup  create  Method  Info  For  Do  Run  Cleanup  do  Run  Cleanup  run  Iteration  Cleanups  invoke  invoke  Raw  get  Specification  Context,1,0
44,create  Method  Info  For  Do  Run  Initializer,Spock  Execution  Context  Spec  Info,Method  Info,,get  Current  Feature  do  Run  Initializer  set  Parent  get  Parent  set  Kind  set  Feature  get  Initializer  Interceptors  add  Interceptor,Platform  Spec  Runner,supervisor,Platform  Spec  Runner  run  Shared  Spec  run  Spec  create  Method  Info  For  Do  Run  Spec  create  Spec  Instance  run  Shared  Initializer  run  Shared  Initializer  create  Method  Info  For  Do  Run  Shared  Initializer  do  Run  Shared  Initializer  run  Setup  Spec  run  Setup  Spec  create  Method  Info  For  Do  Run  Setup  Spec  do  Run  Setup  Spec  run  Cleanup  Spec  run  Cleanup  Spec  create  Method  For  Do  Run  Cleanup  Spec  do  Run  Cleanup  Spec  run  Feature  create  Method  Info  For  Do  Run  Feature  run  Iteration  create  Iteration  Info  create  Method  Info  For  Do  Run  Iteration  run  Parameterized  Feature  run  Initializer  run  Initializer  do  Run  Initializer  run  Setup  run  Setup  create  Method  Info  For  Do  Run  Setup  do  Run  Setup  run  Feature  Method  run  Cleanup  run  Cleanup  create  Method  Info  For  Do  Run  Cleanup  do  Run  Cleanup  run  Iteration  Cleanups  invoke  invoke  Raw  get  Specification  Context,Spock  Execution  Context,engine  Execution  Listener  run  Context  runner  spec  current  Feature  current  Iteration  shared  Instance  current  Instance  parent  Id  error  Info  Collector,Spock  Execution  Context  set  Run  Context  set  Runner  set  Spec  set  Current  Feature  set  Current  Iteration  set  Shared  Instance  set  Current  Instance  set  Parent  Id  set  Error  Info  Collector  clone  get  Runner  get  Run  Context  with  Run  Context  with  Runner  with  Shared  Instance  with  Current  Instance  with  Spec  with  Current  Feature  with  Current  Iteration  with  Error  Info  Collector  with  Parent  Id  get  Shared  Instance  get  Current  Instance  get  Spec  get  Current  Feature  get  Current  Iteration  get  Parent  Id  get  Error  Info  Collector  sneaky  Invoke,0,0
45,create  Method  Info  For  Do  Run  Initializer,Spock  Execution  Context  Spec  Info,Method  Info,,get  Current  Feature  do  Run  Initializer  set  Parent  get  Parent  set  Kind  set  Feature  get  Initializer  Interceptors  add  Interceptor,Spock  Execution  Context,engine  Execution  Listener  run  Context  runner  spec  current  Feature  current  Iteration  shared  Instance  current  Instance  parent  Id  error  Info  Collector,Spock  Execution  Context  set  Run  Context  set  Runner  set  Spec  set  Current  Feature  set  Current  Iteration  set  Shared  Instance  set  Current  Instance  set  Parent  Id  set  Error  Info  Collector  clone  get  Runner  get  Run  Context  with  Run  Context  with  Runner  with  Shared  Instance  with  Current  Instance  with  Spec  with  Current  Feature  with  Current  Iteration  with  Error  Info  Collector  with  Parent  Id  get  Shared  Instance  get  Current  Instance  get  Spec  get  Current  Feature  get  Current  Iteration  get  Parent  Id  get  Error  Info  Collector  sneaky  Invoke,Platform  Spec  Runner,supervisor,Platform  Spec  Runner  run  Shared  Spec  run  Spec  create  Method  Info  For  Do  Run  Spec  create  Spec  Instance  run  Shared  Initializer  run  Shared  Initializer  create  Method  Info  For  Do  Run  Shared  Initializer  do  Run  Shared  Initializer  run  Setup  Spec  run  Setup  Spec  create  Method  Info  For  Do  Run  Setup  Spec  do  Run  Setup  Spec  run  Cleanup  Spec  run  Cleanup  Spec  create  Method  For  Do  Run  Cleanup  Spec  do  Run  Cleanup  Spec  run  Feature  create  Method  Info  For  Do  Run  Feature  run  Iteration  create  Iteration  Info  create  Method  Info  For  Do  Run  Iteration  run  Parameterized  Feature  run  Initializer  run  Initializer  do  Run  Initializer  run  Setup  run  Setup  create  Method  Info  For  Do  Run  Setup  do  Run  Setup  run  Feature  Method  run  Cleanup  run  Cleanup  create  Method  Info  For  Do  Run  Cleanup  do  Run  Cleanup  run  Iteration  Cleanups  invoke  invoke  Raw  get  Specification  Context,1,0
46,create  Method  Info  For  Do  Run  Initializer,Spock  Execution  Context  Spec  Info,Method  Info,,get  Current  Feature  do  Run  Initializer  set  Parent  get  Parent  set  Kind  set  Feature  get  Initializer  Interceptors  add  Interceptor,Platform  Spec  Runner,supervisor,Platform  Spec  Runner  run  Shared  Spec  run  Spec  create  Method  Info  For  Do  Run  Spec  create  Spec  Instance  run  Shared  Initializer  run  Shared  Initializer  create  Method  Info  For  Do  Run  Shared  Initializer  do  Run  Shared  Initializer  run  Setup  Spec  run  Setup  Spec  create  Method  Info  For  Do  Run  Setup  Spec  do  Run  Setup  Spec  run  Cleanup  Spec  run  Cleanup  Spec  create  Method  For  Do  Run  Cleanup  Spec  do  Run  Cleanup  Spec  run  Feature  create  Method  Info  For  Do  Run  Feature  run  Iteration  create  Iteration  Info  create  Method  Info  For  Do  Run  Iteration  run  Parameterized  Feature  run  Initializer  run  Initializer  do  Run  Initializer  run  Setup  run  Setup  create  Method  Info  For  Do  Run  Setup  do  Run  Setup  run  Feature  Method  run  Cleanup  run  Cleanup  create  Method  Info  For  Do  Run  Cleanup  do  Run  Cleanup  run  Iteration  Cleanups  invoke  invoke  Raw  get  Specification  Context,Spec  Info,fields  setup  Interceptors  cleanup  Interceptors  setup  Spec  Interceptors  cleanup  Spec  Interceptors  shared  Initializer  Interceptors  initializer  Interceptors  listeners  pkg  filename  narrative  super  Spec  sub  Spec  specs  Top  To  Bottom  specs  Bottom  To  Top  initializer  Method  shared  Initializer  Method  setup  Methods  cleanup  Methods  setup  Spec  Methods  cleanup  Spec  Methods  features,get  Package  set  Package  get  Filename  set  Filename  get  Narrative  set  Narrative  get  Super  Spec  set  Super  Spec  get  Sub  Spec  set  Sub  Spec  get  Top  Spec  get  Is  Top  Spec  get  Bottom  Spec  get  Is  Bottom  Spec  get  Specs  Top  To  Bottom  get  Specs  Bottom  To  Top  get  Initializer  Method  set  Initializer  Method  get  Shared  Initializer  Method  set  Shared  Initializer  Method  get  Setup  Methods  add  Setup  Method  get  Cleanup  Methods  add  Cleanup  Method  get  Setup  Spec  Methods  add  Setup  Spec  Method  get  Cleanup  Spec  Methods  add  Cleanup  Spec  Method  get  Fixture  Methods  get  All  Fixture  Methods  get  Fields  get  All  Fields  add  Field  get  Features  get  All  Features  get  All  Features  In  Execution  Order  add  Feature  get  Setup  Interceptors  add  Setup  Interceptor  get  Cleanup  Interceptors  add  Cleanup  Interceptor  get  Setup  Spec  Interceptors  add  Setup  Spec  Interceptor  get  Cleanup  Spec  Interceptors  add  Cleanup  Spec  Interceptor  get  Shared  Initializer  Interceptors  add  Shared  Initializer  Interceptor  get  Initializer  Interceptors  add  Initializer  Interceptor  get  Listeners  add  Listener  filter  Features  sort  Features  is  Initializer  Or  Fixture  Method  to  Feature  Name  sort  Features  In  Declaration  Order,0,0
47,create  Method  Info  For  Do  Run  Initializer,Spock  Execution  Context  Spec  Info,Method  Info,,get  Current  Feature  do  Run  Initializer  set  Parent  get  Parent  set  Kind  set  Feature  get  Initializer  Interceptors  add  Interceptor,Spec  Info,fields  setup  Interceptors  cleanup  Interceptors  setup  Spec  Interceptors  cleanup  Spec  Interceptors  shared  Initializer  Interceptors  initializer  Interceptors  listeners  pkg  filename  narrative  super  Spec  sub  Spec  specs  Top  To  Bottom  specs  Bottom  To  Top  initializer  Method  shared  Initializer  Method  setup  Methods  cleanup  Methods  setup  Spec  Methods  cleanup  Spec  Methods  features,get  Package  set  Package  get  Filename  set  Filename  get  Narrative  set  Narrative  get  Super  Spec  set  Super  Spec  get  Sub  Spec  set  Sub  Spec  get  Top  Spec  get  Is  Top  Spec  get  Bottom  Spec  get  Is  Bottom  Spec  get  Specs  Top  To  Bottom  get  Specs  Bottom  To  Top  get  Initializer  Method  set  Initializer  Method  get  Shared  Initializer  Method  set  Shared  Initializer  Method  get  Setup  Methods  add  Setup  Method  get  Cleanup  Methods  add  Cleanup  Method  get  Setup  Spec  Methods  add  Setup  Spec  Method  get  Cleanup  Spec  Methods  add  Cleanup  Spec  Method  get  Fixture  Methods  get  All  Fixture  Methods  get  Fields  get  All  Fields  add  Field  get  Features  get  All  Features  get  All  Features  In  Execution  Order  add  Feature  get  Setup  Interceptors  add  Setup  Interceptor  get  Cleanup  Interceptors  add  Cleanup  Interceptor  get  Setup  Spec  Interceptors  add  Setup  Spec  Interceptor  get  Cleanup  Spec  Interceptors  add  Cleanup  Spec  Interceptor  get  Shared  Initializer  Interceptors  add  Shared  Initializer  Interceptor  get  Initializer  Interceptors  add  Initializer  Interceptor  get  Listeners  add  Listener  filter  Features  sort  Features  is  Initializer  Or  Fixture  Method  to  Feature  Name  sort  Features  In  Declaration  Order,Platform  Spec  Runner,supervisor,Platform  Spec  Runner  run  Shared  Spec  run  Spec  create  Method  Info  For  Do  Run  Spec  create  Spec  Instance  run  Shared  Initializer  run  Shared  Initializer  create  Method  Info  For  Do  Run  Shared  Initializer  do  Run  Shared  Initializer  run  Setup  Spec  run  Setup  Spec  create  Method  Info  For  Do  Run  Setup  Spec  do  Run  Setup  Spec  run  Cleanup  Spec  run  Cleanup  Spec  create  Method  For  Do  Run  Cleanup  Spec  do  Run  Cleanup  Spec  run  Feature  create  Method  Info  For  Do  Run  Feature  run  Iteration  create  Iteration  Info  create  Method  Info  For  Do  Run  Iteration  run  Parameterized  Feature  run  Initializer  run  Initializer  do  Run  Initializer  run  Setup  run  Setup  create  Method  Info  For  Do  Run  Setup  do  Run  Setup  run  Feature  Method  run  Cleanup  run  Cleanup  create  Method  Info  For  Do  Run  Cleanup  do  Run  Cleanup  run  Iteration  Cleanups  invoke  invoke  Raw  get  Specification  Context,1,0
